items,labels
西周 的 分封制 规定 被 封 的 诸侯国 必须 服从 周天子 的 命令 诸侯 的 义务 有 镇守 疆土 随从 作战 交纳 贡赋 朝觐 述职,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
公元前 年汉 皇帝 规定 诸侯王 除 由 嫡长子 继承 王位 外 其他 诸子都 在 王国 范围 内分 到 封地 作为 侯国 这一 规定 意在 恢复 西周 的 分封制 使 中央 与 地方 矛盾激化 进一步 加强 了 中央集权 增强 了 地方 封国 的 实力,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
梁启超 认为 在 汉朝 中国 发生 了 一场 有 意义 的 革命 打破 了 三代 以来 贵族政治 的 局面 这场 革命 指 的 是 推行 郡 国 并行 制 设置 刺史 实行 察举 制 选拔 官吏 实行 三公九卿 制,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
左传 记载 昔武 王克商 光有 天下 其 兄弟 之 国者 十有 五人 姬姓 之 国者 四十 人 皆 举亲 也 材料 描述 的 分封 主体 是 王族 功臣 姻亲 先代 贵族,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
战国时期 官员 禄秩 的 秩名 来自 俸禄 额度 秦国 和 燕国 俸禄 成为 官阶 出现 了 三百 石 以上 五十 石之官 千石 之令 等 官阶 秦汉 时期 禄秩 附丽 于 职位 标志 职位 高低 出现 了 中 两千 石之 少府 太常 两千 石之 永乐 少府 等 官 以上 现象 说明 秦汉 中央集权 的 加强 贵族政治 没落 以 吏治 天下 战国 秦汉 时期 加强 了 对 官员 的 考核 布衣 将相 之局 的 必然结果,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
马克思 在 世界 文明史 中说 唐宋 时期 的 国家 体制 可 称之为 中央集权 的 君主制 中央政府 的 首脑 为 宰相 宰相 有 很大 的 权力 和 皇帝 讨论 军 国 人事 人事 任免 甚至 皇位 继承 等 问题 并 做出 决定 由此 判断 在 唐宋 时期 最有 可能 的 是 虚君 实相 实行 君主立宪制 宰相 成为 国家 的 实际 决策者 皇权 和 相权 的 矛盾 尤为 突出 君主专制 与 中央集权 缺一不可,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
有 网友 发表 帖子 讨论 科举制 时说 自秦 以来 科举 兴于 世始 以 八股 为试 学子 彻夜 秉 读然 科举 追求 功禄令 学子 神经 麻木 岂真 学识 耶对 该 帖 最 恰当 的 评价 是 对 科举制 的 评价 是 完全正确 的 仅 从 追求 功禄 评价 科举制 是 片面 的 关于 科举制 的 史实 和 评价 都 有 问题 关于 科举制 和 八股 取士 产生 的 时间 都 有 错误,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
下图 中 两位 思想家 所 持 道德观 与 价值观 完全 相反 都 符合 统治阶级 治国 的 现实 需要 都 强调 加强 个人修养 的 重要性 两者 的 思想 后来 都 成为 正统思想,高中 历史 古代史 文艺的春天 春秋战国时期的乐舞 春秋战国时期的百家争鸣 苏格拉底等
史载 周文王 孝友 二 虢 文王 同辈 而惠 慈二 蔡文 王子 辈刑 于 大 姒 比于 诸弟 及其 即位 也 询于 八虞 文王 父辈 而 咨于 二虢度 于 闳 夭 而 谋于 南宫 诹 于 蔡原 而 讨于 辛尹 重之以 周 邵毕荣 四家 为文 王子 辈 材料 说明 文王 政治 以 血亲 关系 为主 干 分封制 成为 宗 法制 的 核心内容 早期 政治 权力 的 分散 和 微弱 文王 以 嫡长子 继承 制 维系 统治 嫡长子 继承 制是 宗 法制 的 核心内容 排除 项项 材料 不能 反映 排除 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
史记 商君 传筑冀 阙 宫庭 于 咸阳 秦自雍徙 都 之 而 集小 都 乡 邑 聚为 县置 令丞凡 三十一 县 这 则 材料 不能 反映 秦设 县制 是 针对 扩大 的 疆域 而 实行 有效 管辖 中央集权 制在 战国时代 就 已经 存在 了 建都 咸阳 体现 了 秦国 的 强大 秦王 统一 中国 定都 咸阳,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
唐朝 时 刘晏 长期 掌管 国家 财政 大权 为官 廉洁 被 称为 工于 谋国 而 拙于 谋身 的 一代 良相 据此 判断 刘晏 供职 的 部门 应该 是 尚书省 中书省 门下省 直隶省,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
一只 船桨 能 翻出 万顷 波涛 一支 鞭 高扬 走进 金戈 沙场 空荡荡 的 舞台 能 穷尽 十八相送 一个 圆场 一场 趟马 就是 人行 千里路 马过 万重山 这种 表现形式 属于 小说 的 浪漫 风格 戏曲 艺术 的 虚拟化 说书人 的 随性 夸张 绘画 的 意象 化,高中 历史 古代史 昆曲 京剧的出现 伤寒杂病论和本草纲目 宋词和元曲
在 中国 古代 家国 一体 的 社会 中 忠孝 观念 源远流长 其 源头 是 宗 法制 郡县制 君主专制 中央集权 制,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
钱穆 在 国史大纲 中 讲 到 中国 古代 的 一种 政治 制度 时 写道 遂 破以 军功 封侯 拜相 之 成例 而 变相 之 贵族 擅权 制终 以告 歇 自此 以往 入仕 得官 遂 有 一 公开 客观 之 标准 王室 与 政府 逐步 分离 民众 与 政府 则 逐步 接近 政权 逐步 解放 这种 制度 最有 可能 的 是 军功 爵制 察举 制世卿 世禄制 科举制,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 秦始皇 皇帝制度
明代 内阁 和 清代 军机处 的 共同之处 是 统领 六部 处理 各种 政务 参与 决策 并 负责 朝廷 日常事务 参与 机要 政务 但 没有 决策权 负责 各地 的 军政 事务,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
某 学者 指出 限定 宗 法制 内涵 的 前提 是 肯定 宗 法制 源于 原始时代 后期 的 父系 家长制 这 自然 就 会 将 氏族 与 宗族 混同 一致 来 看待 其实 宗法 就是 宗族 之法 该 学者 意在 说明 宗 法制 产生 时间 相对 较晚 宗 法制 建立 在 氏族 基础 上 宗族 的 形成 是 宗法 产生 的 前提 氏族 是 宗 法制 产生 的 基础,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
在 中国 历史 上 孔子 曾 有 边缘化 神化 僵化 维新 化 丑化 等 多种 形象 其中 神化 和 僵化 分别 出现 在 什么 时候 汉朝 和 明清 时期 汉朝 和 隋唐 时期 隋唐 和 明清 时期 隋唐 和 晚清时期,高中 历史 古代史 董仲舒的罢黜百家独尊儒术 从无为到有为 明清之际的儒学思想 文艺的春天 春秋战国时期的乐舞 孔子和早期儒学 宋明理学
孔子 曰 非礼勿视 非礼 勿 听 非礼 勿言 重 礼敬 德 的 中华 礼仪 传统 在 历史长河 中 沉淀 下来 孔子 所说 的 礼 在 当时 所起 的 主要 作用 是 维护 了 君主专制 巩固 了 宗法 等级制度 确保 了 社会 和谐 发展 加强 了 思想 控制,高中 历史 古代史 重农抑商政策 郡县制 文艺的春天 春秋战国时期的乐舞 夏商两代的政治制度 春秋战国时期的百家争鸣 中央官制三公九卿制 皇帝制度
日本 学者 内藤 湖南 在 中国 近代史 中说 在 贵族政治 时代 贵族 们 有 掌握权力 的 习惯 如 隋 之 文帝 等 一代 英主 的 出现 后 虽然 在 制度 上 否决 了 贵族 的 权力 实际上 在 从政 中 仍 有 那种 形式 的 残迹 政治 成为 与 贵族 的 协议 体能 佐证 该 观点 的 史实 是 唐朝 设立 三省 宋朝 设 参知政事 明朝 设置 内阁 清朝 设置 军机处,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
有 史书 记载 某 朝代 政治 制度 时说 计财之任 虽三司 之 职日生 烦务常程 计度 薄书期 会 则 在 有司 至于 议有 系于 郡 国之体 事 有 关于 安危 之机 其 根本 在于 中书 枢密院 非有司 可得 而 预 也 材料 反映 了 该 朝代 中书 枢密院 掌控 国家 最高 决策权 中枢 部门 根据 行政 的 程序 环节 分工 设立 职能 分工 明确 且 国家 政务 各有 侧重 三司 中书 和 枢密院 分掌 权力 相互 掣肘,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
任何 官僚 组织 为了 发挥 正常 的 管理效率 都 必须 建立 具有 普遍 约束力 的 规章制度 即使 是 专制 君主 也 必须 在 一定 程度 上 尊重 官僚 组织 的 活动 规范 和 规章制度 最能 反映 上述 现象 的 政治 制度 是 三公九卿 制三省 六部 制 内阁制 军机处,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
儒家 尊王 忠君 思想 的 精神实质 从来 都 不是 让 人们 无条件 地 服从 君权 或 无止境 地 强化 王室 权威 而是 敏感 于 地方 势力 的 膨胀 以及 诸侯 兴起 地方 权力 过大 破坏 天下 安宁 的 教训 从 儒家思想 演变 的 进程 看 下列 最能 佐证 这一 观点 的 是 孔子 提出 仁者 爱人 贵贱 有序 荀子 主张 君舟民水 礼法 并用 董仲舒 倡行 独尊 儒术 天下 一统 朱熹 提出 格物致知 反躬践 实,高中 历史 古代史 董仲舒的罢黜百家独尊儒术 从无为到有为 文艺的春天 春秋战国时期的乐舞 孔子和早期儒学
从汉到 明清 法家 代表 人物 商鞅 等 人 在 道德 上 名声 扫地 但 法家 思想 被 后继 统治者 悄然 继承 应用 这一 现象 反映 的 实质问题 是 专制 加强 对 法家 思想 地位 的 巩固 专制 的 加强 对 儒家思想 的 冲击 儒家 理念 与 政府 专制 集权 的 矛盾 儒家思想 与 专制 集权 不可 调和 封建社会 的 统治 思想 依然 是 儒家思想 错误 材料 体现 的 是 儒法 结合 儒法 互济 错误 所以 答案 是,高中 历史 古代史 董仲舒的罢黜百家独尊儒术 从无为到有为 文艺的春天 春秋战国时期的乐舞 孔子和早期儒学
史 记载 成王少 周初 定 天下 周公恐 诸侯 衅 周周 乃 摄 行政 当国 管叔 蔡叔 髃 弟疑 周公 与 武庚 作乱 衅 周周 公奉成 王命伐 诛 管叔放 蔡叔 髃 以徽子 开代 殷后 国于 宋 材料 旨在 说明 周代 分封 先代 贵族 以 维护 统治 秩序 西周 初期 中央集权 雏形 已 开始 出现 周初 统治 尚 不稳固 分封制 受到冲击 宗法 秩序 受到冲击 周天子 权威 衰落 选项 只 解释 了 材料 后 半 部分 的 含义 没有 对 整个 材料 进行 阐述 选项 错误 西周 初期 还 没有 形成 中央集权 的 统治 选项 错误 材料 中 涉及 到 的 是 分封制 而 不是 宗 法制 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
据 礼记 • 玉藻 记载 和 考古 发现 得知 簋 是 重要 的 礼器 主要 用于 祭祀 时 放置 煮熟 的 饭食 一般 与 鼎 相配合 使用 周礼 规定 天子 用 九鼎 八 簋 诸侯 用七鼎 六 簋 卿 大大 用五鼎 四 簋 士用 三鼎 二 簋 这种 现象 反映 的 本质 问题 是 西周 社会 奢侈 腐败现象 严重 西周 社会 等级森严 西周 冶 铜业 落后 西周 各地 经济 发展 不 平衡,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
下列 文字 是 对 古代 中国 某一 政治 机构 的 描述 设院 使 二人 其中 一人以 吐蕃 上层 喇嘛 国师 充任 其 下设 官分职 僧俗 并用 吐蕃 喇嘛 教主 八思巴 被 任命 为 国师 遇 地方 有事 则 临时 在 当地 设立 分院 处理 该 机构 出现 于 宋代 明代 元代 清代 明代 设置 乌斯藏 都指挥使 司朵 甘卫 都指挥使 司 管理 西藏地区 故项 错误 根据 材料 可 得知 该 机构 为 元朝 掌管 全国 佛教 事宜 和 藏族 地区 军政 事物 的 中央 机关 宣政院 清代 朝廷 设置 驻藏 大臣 与 班禅 达赖 共同 管理 西藏地区 事务 故项 错误 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
从 唐宁为 百夫长 胜作 一 书生 到 宋 万般皆下品 惟有 读书 高 折射 思想观念 的 变化 导致 该 变化 的 主要 原因 是 选官 制度 的 变化 时局 和 战 的 变迁 基本国策 的 改变 经济 重心 的 迁移,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
韩非子 扬权 中 说 事 在 四方 要 在 中央 圣人 执要 四方 来效 秦始皇 所 采取 的 措施 中 最能体现 要 在 中央 政治 构想 的 是 最高 统治者 称 皇帝 设置 丞相 主持 国政 在 全国 推行 郡县制 厉行 文化 专制 政策,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
德国 著名 的 政治学家 经济学家 社会学家 马克斯 韦伯 曾 这样 说道 科举制度 全面推行 成为 世袭 君主 的 一种 手腕 用来 阻止 一个 孤立 他 的 等级 的 形成 否则 这个 等级 会 按照 藩臣 和 内阁 的 做法 垄断 所有 的 官僚 他 的 意思 是 君主 用 科举制度 这 只 看不见 的 手来 维护 统治 科举制 是 中国 古代 最好 的 选官 制度 科举制度 为 行政效率 提高 创造 了 条件 科举制度 有利于 形成 全 社会 崇儒 重学 的 风气,高中 历史 古代史 重农抑商政策 郡县制 德意志帝国君主立宪制的确立 宰相制度的废除与内阁的出现 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度 海峡两岸关系的发展
有 史家 认为 从 秦汉 起 中国 制度 的 核心 问题 是 官僚 体制 而 官僚 体制 的 主要 内容 是 官僚 的 选拔 和 权力 的 制衡 问题 隋唐 时期 统治者 解决 官僚 权力 的 制衡 问题 的 重要 举措 是 废 分封 置 郡县 组成 决策机构 中朝 废 丞相 设 内阁 确立 三省 六部 制,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
明朝 都察院 下设 十三道 监察 御史 为 正 七品 官 分区 掌管 监察 称 巡按 御史 巡按 御史 代天子 巡狩 大事 奏裁 小事 主断 州 县 官员 在 巡按 御史 到来 前迎 跪 道旁 倘遇 风雨 即 知府 亦 陷膝 泥 中 这 表明 监察 官员 位卑 权重 监察 官员 掌握 了 地方 行政权 监察 机构 庞大 臃肿 监察 制度 利于 提高 行政效率,高中 历史 古代史 明清君主专制制度的加强 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
对 下列 有关 入仕 群体 中 寒门 子弟 所 占 比例 变化 表 的 认识 不 正确 的 是 朝代 曹魏 西晋 东晋 隋唐 北宋 比例 ． ． ． 魏晋 的 选官 制度 不利于 寒门 子弟 入仕 魏晋 的 选官 制度 造成 了 门阀 士族 垄断 政权 寒门 子弟 入仕 比例 上升 与 科举制 有关 寒门 子弟 入仕 比例 大小 与 封建统治 基础 无关,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
下列 对 我国 古代 自 秦汉 以来 中央 和 地方 关系 演变 趋势 的 表述 不 正确 的 一项 是 中央 对 地方 的 控制 不断 强化 中央 权力 越来越 大 地方 权力 越来越 小 中央 对 边疆地区 的 治理 渐趋 严密 中央集权 趋弱 地方 独立性 增强,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 秦始皇 皇帝制度
宗 法制 的 实行 西周 形成 一个 庞大 的 宗族 网 按宗 法制 的 规定 下列 在 相关 范围 内 一定 能 成为 大宗 的 是 周 王室 周王 正妻 所 生之子 周 王室 周王 嫡长子 嫡 长孙 诸侯国 诸侯 嫡长子 嫡 长孙 卿大夫 封地 卿大夫 嫡长子 嫡 长孙,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
唐代 中后期 枢密院 是 宦官 掌握 的 内廷 机枢 五代 时 枢密院 变为 武夫 掌控 的 文臣 俯首 的 权力 机构 到 宋代 枢密院 的 正 副职 则 多 由 文臣 担任 文官 参预 典掌 枢密 这 一 变化 有助于 提高 政府 的 行政效率 和 降低 行政 成本 解决 中央 与 地方 的 权力 分配 增强 军队 的 有效 指挥 与 实际 作战 能力 消除 将权 对 君权 的 潜在 威胁 与 材料 无关 说法 均 不 正确 所以 答案 是,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 秦始皇 皇帝制度
宋范公偶 过庭 录载 吴人 孙山 滑稽 才子 也 赴 举 他 郡 乡 人托 以子 偕 往 乡 人子 失意 山缀 榜 先 归乡 人问 其子 得失 山 曰 解名 尽处 是 孙山贤 郞 更 在 孙山 外孙 山 等 上榜 是 通过 承荫 世袭 立功受奖 乡 人 举荐 科举考试,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
下图 是 书法 名家 怀素 的 作品 该 书法作品 的 字体 笔画 圆匀 富于 图案 美 既 清晰 工整 又 飞洒 活泼 体现 汉魏 时代 书法艺术 的 成就 能 很 好 抒发 作者 的 思想 与 感情 行书 字体 既 清晰 工整 又 飞洒 活泼 故 错误 怀素 是 唐代 书法家 不 属于 汉魏 时代 故 错误 草书 最为 奔放 跃动 最能 表现 和 抒发 书法家 的 感情 所以 答案 是,高中 历史 古代史 伤寒杂病论和本草纲目 汉字与书法艺术 宋词和元曲
顾炎武 认为 知 封建 之所以 变而为 郡县 则 知 郡县 之 敝 而 将 复变 然则 将 复变 而 为 封建 乎 曰 不能 有 圣人 起寓 封建 之意于 郡县 之中 而 天下 治 矣 材料 表明 其 主张 是 反对 封建 君主专制 郡县制 避免 了 分封制 的 弊端 应 重新 恢复 分封制 中央集权 和 地方分权 相结合,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 秦始皇 皇帝制度
因为 不 讲 人情 的 选拔 制 原则 虽然 它 始于 汉制 与 渗透 在 儒家 伦理 中 的 家族 和 个人 联系 背道而驰 文中 的 选拔 制是 世卿 世禄制 察举 制 九品中正 制 科举制,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
铁犁 牛 耕作 为 我国 传统 农业 的 主要 耕作 方式 最早 出现 于 黄帝 时期 商周 时期 春秋战国 时期 秦汉 时期,高中 历史 古代史 农业的主要耕作方式和土地制度
中国 历史 上 累世 同居 的 大家族 被 社会 称为 义门 元朝 浙东 浦江 义门 郑氏 其家十世 同居 凡 二百 四十余年 屡受 朝廷 褒奖 元末 战乱 农民 军 多次 进人 浦江县 ． 都 互相 告诫 不得 侵犯 郑氏 家族 并 派兵 保护 郑氏 府第 护送 外出 逃难 的 郑氏 家人 返回 这 反映 了 封建社会 聚族 而 居 的 安全 功能 儒家 忠孝节义 的 道德 底线 作用 郑氏 结交 农民 军 以求 乱世 自保 郑氏 的 善行 义举 赢得 社会 尊崇,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
宋代 军需 物资 的 运输 改变 了 过去 或 靠 摇役 或 靠 军队 自己 解决 的 方式 交给 商人 转运 商人 只要 将 粮草 送到 军队 指定 的 地点 得到 的 报酬 是 官卖 商品 茶 盐铁 香 等 的 经营 许可证 这 反映 出 商人 成为 采办 供应 军需 物资 的 主体 商品经济 发展 推动 政府 政策 的 调整 政府 依靠 商人 解决 军需 物资 的 供应 政府 因 军事 需要 放弃 商品 官营 政策,高中 历史 古代史 重农抑商政策 郡县制 报刊业走向繁荣 商业的发展 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
中国 古代文学 艺术 异彩纷呈 绚丽多姿 下列 表述 不 正确 的 是 离骚 是 古典文学 最 伟大 的 现实主义 作品 魏晋 时期 是 书体 演变 承上启下 的 重要 阶段 诗画 本 一律 天工 与 清新 是 传统 中国画 的 特点 同光 十三 绝是 当时 京剧 艺术 各 行当 的 代表 人物,高中 历史 古代史 昆曲 京剧的出现 明清小说 伤寒杂病论和本草纲目 现实主义文学 宋词和元曲
国家 组织 城市 金属 工具 和 文字 的 出现 标志 出现 政治文明 文化 历史,高中 历史 古代史 重农抑商政策 郡县制 官营手工业民营手工业家庭手工业的消长 手工业成就 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
两位 学者 各自 根据 其 阅读 史料 提出 对 汉代 社会 型态 的 看法 甲 学者 认为 汉代 社会 是 地缘 社会 聚落 内部 的 血缘 联系 不强 乙 学者 则 认为 汉代 是 血缘 社会 聚落 内部 同姓 的 力量强大 我们 应 如何 理解 两位 学者 意见 的 差异 甲 学者 的 主张 符合 古代 宗族 瓦解 后 的 形势 较为 合理 乙 学者 的 看法 反映 出 古代 社会 的 延续性 较具 说服力 两位 学者 立场 相反 说明 历史 没有 客观性 古代 社会 地域 差异 大 两位 学者 结论 都 不具 说服力,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
荀子 儒效 篇 记载 周公兼制 天下 立 七十一 国姬 姓 独占 五十三 人 由此可知 西周 分封制 的 分封 主要 对象 是 功臣 王族 旧 贵族 嫡长子,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 中央官制三公九卿制 皇帝制度
马端临 的 文献 通考 选举 考载 进士 者 时共贵 之主司 褒贬 实在 诗赋 故 士林 鲜 国体 之论 其弊 一 也 所 习非 所用 所用 非所习 故 当官 少 称职 之吏 其弊 三 也 此 记载 指出 了 汉代 察举 令 地方官 推荐 孝廉 束缚 了 士人 的 品德 砥砺 魏晋 九品中正 制使 豪族 垄断 仕途 形成 了 门阀 政治 唐代 进士 科所考 重视 诗赋 文章 考试 科目 欠缺 实用性 明清 科考 以 八股文 为主 禁锢 了 学子 的 思想 与 才华,高中 历史 古代史 重农抑商政策 郡县制 夏商两代的政治制度 选官用官制度的变化 中央官制三公九卿制 皇帝制度
